         470   1.25223380E-07   0.00000000      -15.8931665            -Infinity
         480   1.22831651E-07   4.00000066E-03  -15.9124508      -5.52146053    
         490   1.29155353E-07   4.00000066E-03  -15.8622503      -5.52146053    
         500   1.34954220E-07   3.99999693E-03  -15.8183298      -5.52146149    
         510   1.14114634E-07   0.00000000      -15.9860620            -Infinity
         520   1.18382353E-07   0.00000000      -15.9493465            -Infinity
         530   1.18751146E-07   4.00000438E-03  -15.9462357      -5.52146006    
         540   1.20578420E-07   3.99999321E-03  -15.9309654      -5.52146244    
         550   1.26215767E-07   8.00000131E-03  -15.8852730      -4.82831335    
         560   1.14530145E-07   4.00000066E-03  -15.9824276      -5.52146053    
         570   1.36516476E-07   4.00000066E-03  -15.8068209      -5.52146053    
         580   1.38670799E-07   4.00000066E-03  -15.7911634      -5.52146053    
         590   1.34717240E-07   4.00000066E-03  -15.8200874      -5.52146053    
         600   1.37393215E-07   4.00000066E-03  -15.8004189      -5.52146053    
         610   1.43851949E-07   4.00000066E-03  -15.7544813      -5.52146053    
         620   1.40351759E-07   7.99999386E-03  -15.7791138      -4.82831430    
         630   1.34079215E-07   4.00000066E-03  -15.8248348      -5.52146053    
         640   1.31936673E-07   8.00000131E-03  -15.8409433      -4.82831335    
         650   1.31516686E-07   8.00000131E-03  -15.8441324      -4.82831335    
         660   1.32409795E-07   8.00000131E-03  -15.8373642      -4.82831335    
         670   1.50280869E-07   3.99999321E-03  -15.7107601      -5.52146244    
         680   1.43527927E-07   8.00000131E-03  -15.7567358      -4.82831335    
         690   1.34354011E-07   8.00000131E-03  -15.8227873      -4.82831335    
         700   1.31134300E-07   8.00000131E-03  -15.8470440      -4.82831335    
         710   1.37038128E-07   8.00000131E-03  -15.8030062      -4.82831335    
         720   1.59014334E-07   8.00000131E-03  -15.6542711      -4.82831335    
         730   1.35596736E-07   8.00000131E-03  -15.8135805      -4.82831335    
         740   1.52317114E-07   8.00000131E-03  -15.6973009      -4.82831335    
         750   1.58783465E-07   1.19999945E-02  -15.6557245      -4.42284918    
         760   1.48748995E-07   8.00000131E-03  -15.7210054      -4.82831335    
         770   1.52187567E-07   1.19999945E-02  -15.6981525      -4.42284918    
         780   1.59928859E-07   1.20000094E-02  -15.6485367      -4.42284775    
         790   1.64580243E-07   1.20000094E-02  -15.6198673      -4.42284775    
         800   1.48766929E-07   1.19999945E-02  -15.7208853      -4.42284918    
         810   1.60771791E-07   1.20000243E-02  -15.6432800      -4.42284679    
         820   1.58542690E-07   1.60000026E-02  -15.6572418      -4.13516617    
         830   1.74676359E-07   1.59999728E-02  -15.5603313      -4.13516808    
         840   1.57287388E-07   1.60000026E-02  -15.6651917      -4.13516617    
         850   1.49775744E-07   1.60000026E-02  -15.7141266      -4.13516617    
         860   1.66224311E-07   1.60000026E-02  -15.6099281      -4.13516617    
         870   1.64452601E-07   2.00000107E-02  -15.6206436      -3.91202259    
         880   1.68283606E-07   1.60000026E-02  -15.5976152      -4.13516617    
         890   1.64613326E-07   1.99999809E-02  -15.6196671      -3.91202402    
         900   1.54448031E-07   2.00000107E-02  -15.6834078      -3.91202259    
         910   1.54195575E-07   2.00000107E-02  -15.6850443      -3.91202259    
         920   1.75832298E-07   1.99999809E-02  -15.5537348      -3.91202402    
         930   1.82593212E-07   2.00000107E-02  -15.5160046      -3.91202259    
         940   1.56249314E-07   1.59999728E-02  -15.6718130      -4.13516808    
         950   1.76156618E-07   1.20000243E-02  -15.5518923      -4.42284679    
         960   1.66194212E-07   1.59999728E-02  -15.6101084      -4.13516808    
         970   1.83338443E-07   1.60000324E-02  -15.5119324      -4.13516474    
         980   1.65623234E-07   1.59999728E-02  -15.6135502      -4.13516808    
         990   1.80672444E-07   1.20000243E-02  -15.5265799      -4.42284679    
        1000   1.68506119E-07   1.59999728E-02  -15.5962934      -4.13516808    
        1010   1.74133660E-07   1.60000324E-02  -15.5634422      -4.13516474    
        1020   1.84781726E-07   1.99999809E-02  -15.5040903      -3.91202402    
        1030   1.85118992E-07   1.60000324E-02  -15.5022669      -4.13516474    
        1040   1.65587963E-07   1.59999728E-02  -15.6137629      -4.13516808    
        1050   1.70328931E-07   1.59999728E-02  -15.5855341      -4.13516808    
        1060   1.81033187E-07   2.00000405E-02  -15.5245857      -3.91202092    
        1070   1.89581357E-07   1.99999809E-02  -15.4784479      -3.91202402    
        1080   1.96875249E-07   2.39999890E-02  -15.4406958      -3.72970200    
        1090   1.96482532E-07   2.00000405E-02  -15.4426928      -3.91202092    
        1100   1.91826885E-07   2.39999890E-02  -15.4666729      -3.72970200    
        1110   1.90520240E-07   2.39999890E-02  -15.4735069      -3.72970200    
        1120   2.00779525E-07   2.39999890E-02  -15.4210587      -3.72970200    
        1130   1.96597838E-07   3.20000052E-02  -15.4421053      -3.44201922    
        1140   2.00479420E-07   2.39999890E-02  -15.4225540      -3.72970200    
        1150   1.85259822E-07   2.79999971E-02  -15.5015068      -3.57555079    
        1160   1.79526779E-07   2.79999971E-02  -15.5329418      -3.57555079    
        1170   1.71589249E-07   2.79999971E-02  -15.5781622      -3.57555079    
        1180   1.94226828E-07   3.20000052E-02  -15.4542389      -3.44201922    
        1190   1.98936789E-07   1.99999809E-02  -15.4302788      -3.91202402    
        1200   1.98558297E-07   1.99999809E-02  -15.4321833      -3.91202402    
        1210   1.91921785E-07   2.40000486E-02  -15.4661779      -3.72969937    
        1220   1.83124442E-07   2.40000486E-02  -15.5130997      -3.72969937    
        1230   2.04067661E-07   1.99999809E-02  -15.4048138      -3.91202402    
        1240   2.01759846E-07   1.99999809E-02  -15.4161873      -3.91202402    
        1250   1.80191932E-07   2.40000486E-02  -15.5292435      -3.72969937    
        1260   2.03136153E-07   2.40000486E-02  -15.4093895      -3.72969937    
        1270   2.05488050E-07   2.79999971E-02  -15.3978777      -3.57555079    
        1280   1.78975398E-07   3.59998941E-02  -15.5360174      -3.32423925    
        1290   2.04938772E-07   2.80001163E-02  -15.4005547      -3.57554650    
        1300   2.06615852E-07   2.79998779E-02  -15.3924046      -3.57555509    
        1310   1.89401064E-07   2.80001163E-02  -15.4793987      -3.57554650    
        1320   2.14534907E-07   2.39999294E-02  -15.3547935      -3.72970438    
        1330   1.88869066E-07   2.80001163E-02  -15.4822121      -3.57554650    
        1340   2.16425590E-07   2.79999971E-02  -15.3460188      -3.57555079    
        1350   2.03253819E-07   3.19999456E-02  -15.4088106      -3.44202113    
        1360   2.09856069E-07   3.20000648E-02  -15.3768444      -3.44201732    
        1370   2.06022591E-07   3.60000134E-02  -15.3952799      -3.32423592    
        1380   2.06359005E-07   3.19999456E-02  -15.3936481      -3.44202113    
        1390   2.06076606E-07   2.79999971E-02  -15.3950176      -3.57555079    
        1400   2.10821668E-07   2.79999971E-02  -15.3722534      -3.57555079    
        1410   2.10375148E-07   2.79998779E-02  -15.3743734      -3.57555509    
        1420   2.14386461E-07   3.20000648E-02  -15.3554859      -3.44201732    
        1430   2.02929442E-07   2.79999971E-02  -15.4104071      -3.57555079    
        1440   2.18794739E-07   3.19999456E-02  -15.3351316      -3.44202113    
        1450   1.98161615E-07   3.20000648E-02  -15.4341831      -3.44201732    
        1460   2.15806210E-07   3.19999456E-02  -15.3488846      -3.44202113    
        1470   1.92268772E-07   3.60000134E-02  -15.4643717      -3.32423592    
        1480   2.23508593E-07   3.19999456E-02  -15.3138161      -3.44202113    
        1490   2.16878973E-07   3.20000648E-02  -15.3439264      -3.44201732    
        1500   2.12189676E-07   3.60000134E-02  -15.3657856      -3.32423592    
        1510   2.28291142E-07   3.60000134E-02  -15.2926445      -3.32423592    
        1520   1.98911565E-07   3.60000134E-02  -15.4304056      -3.32423592    
        1530   2.24405539E-07   3.60000134E-02  -15.3098106      -3.32423592    
        1540   2.21110554E-07   3.99999619E-02  -15.3246031      -3.21887684    
        1550   2.01814629E-07   3.99999619E-02  -15.4159164      -3.21887684    
        1560   2.28616784E-07   3.99999619E-02  -15.2912188      -3.21887684    
        1570   2.18561169E-07   3.60000134E-02  -15.3361998      -3.32423592    
        1580   2.12963627E-07   3.60000134E-02  -15.3621445      -3.32423592    
        1590   2.27830043E-07   3.99999619E-02  -15.2946663      -3.21887684    
        1600   2.23599855E-07   5.59999943E-02  -15.3134079      -2.88240361    
        1610   2.13042938E-07   4.00002003E-02  -15.3617725      -3.21887088    
        1620   2.33626110E-07   3.99999619E-02  -15.2695436      -3.21887684    
        1630   2.24993713E-07   3.99999619E-02  -15.3071938      -3.21887684    
        1640   2.07911356E-07   3.99999619E-02  -15.3861542      -3.21887684    
        1650   2.33110470E-07   3.99999619E-02  -15.2717533      -3.21887684    
        1660   2.32391756E-07   4.40001488E-02  -15.2748413      -3.12356234    
        1670   2.11163325E-07   3.99999619E-02  -15.3706341      -3.21887684    
        1680   2.28678488E-07   4.39999104E-02  -15.2909489      -3.12356758    
        1690   2.38293481E-07   4.39999104E-02  -15.2497625      -3.12356758    
        1700   2.25523635E-07   4.80000973E-02  -15.3048410      -3.03655219    
        1710   2.10074333E-07   4.39999104E-02  -15.3758039      -3.12356758    
        1720   2.34535918E-07   4.80000973E-02  -15.2656574      -3.03655219    
        1730   2.43242710E-07   4.80000973E-02  -15.2292061      -3.03655219    
        1740   2.29816678E-07   4.39999104E-02  -15.2859840      -3.12356758    
        1750   2.18551705E-07   4.80000973E-02  -15.3362436      -3.03655219    
        1760   2.43151590E-07   4.79998589E-02  -15.2295809      -3.03655720    
        1770   2.43879668E-07   4.79998589E-02  -15.2265911      -3.03655720    
        1780   2.32503893E-07   4.80003357E-02  -15.2743587      -3.03654718    
        1790   2.13930264E-07   4.79998589E-02  -15.3576155      -3.03655720    
        1800   2.42411119E-07   4.79998589E-02  -15.2326307      -3.03655720    
        1810   2.46774334E-07   4.80000973E-02  -15.2147913      -3.03655219    
        1820   2.40098302E-07   5.20000458E-02  -15.2422171      -2.95651078    
        1830   2.14301522E-07   4.80000973E-02  -15.3558817      -3.03655219    
        1840   2.36997863E-07   5.19998074E-02  -15.2552147      -2.95651531    
        1850   2.48933503E-07   5.20000458E-02  -15.2060804      -2.95651078    
        1860   2.46953590E-07   5.20000458E-02  -15.2140656      -2.95651078    
        1870   2.35830868E-07   5.59999943E-02  -15.2601509      -2.88240361    
        1880   2.17646061E-07   5.20000458E-02  -15.3403959      -2.95651078    
        1890   2.41093204E-07   5.59999943E-02  -15.2380819      -2.88240361    
        1900   2.54095028E-07   5.19998074E-02  -15.1855574      -2.95651531    
        1910   2.52119918E-07   5.60002327E-02  -15.1933613      -2.88239932    
        1920   2.42012078E-07   7.99999237E-02  -15.2342787      -2.52572966    
        1930   2.18972929E-07   5.59999943E-02  -15.3343182      -2.88240361    
        1940   2.44181336E-07   5.59999943E-02  -15.2253551      -2.88240361    
        1950   2.54581749E-07   5.59997559E-02  -15.1836443      -2.88240790    
        1960   2.57865651E-07   5.60002327E-02  -15.1708269      -2.88239932    
        1970   2.52414338E-07   5.59997559E-02  -15.1921940      -2.88240790    
        1980   2.37062352E-07   5.99999428E-02  -15.2549429      -2.81341171    
        1990   2.29416827E-07   5.99999428E-02  -15.2877254      -2.81341171    
        2000   2.50901252E-07   6.00004196E-02  -15.1982059      -2.81340361    
        2010   2.59505470E-07   5.99999428E-02  -15.1644878      -2.81341171    
        2020   2.60781377E-07   5.99999428E-02  -15.1595831      -2.81341171    
        2030   2.54204821E-07   5.99999428E-02  -15.1851254      -2.81341171    
        2040   2.40188115E-07   6.40001297E-02  -15.2418432      -2.74887013    
        2050   2.27044467E-07   7.59997368E-02  -15.2981195      -2.57702541    
        2060   2.46281587E-07   5.99999428E-02  -15.2167902      -2.81341171    
        2070   2.63155385E-07   5.99999428E-02  -15.1505213      -2.81341171    
        2080   2.67126836E-07   7.59997368E-02  -15.1355419      -2.57702541    
        2090   2.59987530E-07   6.80003166E-02  -15.1626320      -2.68824291    
        2100   2.54102844E-07   6.39996529E-02  -15.1855268      -2.74887753    
        2110   2.40150086E-07   6.80003166E-02  -15.2420015      -2.68824291    
        2120   2.37637337E-07   6.79998398E-02  -15.2525206      -2.68824983    
        2130   2.57420822E-07   6.79998398E-02  -15.1725540      -2.68824983    
        2140   2.64272558E-07   6.80003166E-02  -15.1462851      -2.68824291    
        2150   2.68828302E-07   6.79998398E-02  -15.1291933      -2.68824983    
        2160   2.73150590E-07   6.79998398E-02  -15.1132421      -2.68824983    
        2170   2.62726502E-07   7.20000267E-02  -15.1521521      -2.63108873    
        2180   2.45765108E-07   7.20000267E-02  -15.2188892      -2.63108873    
        2190   2.34450752E-07   7.20000267E-02  -15.2660198      -2.63108873    
        2200   2.52831882E-07   7.20000267E-02  -15.1905413      -2.63108873    
        2210   2.68275329E-07   7.20000267E-02  -15.1312523      -2.63108873    
        2220   2.73171622E-07   7.20000267E-02  -15.1131659      -2.63108873    
        2230   2.75611399E-07   7.59997368E-02  -15.1042738      -2.57702541    
        2240   2.71216209E-07  0.112000465      -15.1203499      -2.18925214    
        2250   2.67104127E-07   7.59997368E-02  -15.1356268      -2.57702541    
        2260   2.56786848E-07   7.59997368E-02  -15.1750193      -2.57702541    
        2270   2.38795224E-07   7.60002136E-02  -15.2476597      -2.57701921    
        2280   2.52019873E-07   7.60002136E-02  -15.1937580      -2.57701921    
        2290   2.64990518E-07   7.99999237E-02  -15.1435719      -2.52572966    
        2300   2.77065567E-07   7.59997368E-02  -15.0990114      -2.57702541    
        2310   2.79451712E-07   7.60002136E-02  -15.0904360      -2.57701921    
        2320   2.84233153E-07   7.99999237E-02  -15.0734711      -2.52572966    
        2330   2.77623684E-07   8.39996338E-02  -15.0969992      -2.47694278    
        2340   2.67170890E-07   8.00004005E-02  -15.1353769      -2.52572370    
        2350   2.57813156E-07   8.39996338E-02  -15.1710310      -2.47694278    
        2360   2.49134246E-07   8.00004005E-02  -15.2052736      -2.52572370    
        2370   2.50352741E-07   9.20000076E-02  -15.2003946      -2.38596654    
        2380   2.64244619E-07   8.40001106E-02  -15.1463909      -2.47693729    
        2390   2.77743510E-07   8.40001106E-02  -15.0965681      -2.47693729    
        2400   2.84848369E-07  0.115999699      -15.0713091      -2.15416765    
        2410   2.82818405E-07   8.40001106E-02  -15.0784607      -2.47693729    
        2420   2.84876990E-07   8.79998207E-02  -15.0712080      -2.43042040    
        2430   2.85721370E-07   8.80002975E-02  -15.0682487      -2.43041515    
        2440   2.75883139E-07   8.79998207E-02  -15.1032887      -2.43042040    
        2450   2.65845387E-07   9.20000076E-02  -15.1403513      -2.38596654    
        2460   2.57381231E-07   8.79998207E-02  -15.1727076      -2.43042040    
        2470   2.49447936E-07   9.60001945E-02  -15.2040157      -2.34340501    
        2480   2.62930939E-07   9.19995308E-02  -15.1513748      -2.38597178    
        2490   2.75655793E-07   9.20000076E-02  -15.1041126      -2.38596654    
        2500   2.81816369E-07   9.20000076E-02  -15.0820103      -2.38596654    
        2510   2.91058910E-07   9.59997177E-02  -15.0497398      -2.34341002    
        2520   2.92531723E-07   9.59997177E-02  -15.0446930      -2.34341002    
        2530   2.93750645E-07   9.60006714E-02  -15.0405350      -2.34340000    
        2540   2.92854736E-07   9.59997177E-02  -15.0435896      -2.34341002    
        2550   2.89118759E-07   9.59997177E-02  -15.0564280      -2.34341002    
        2560   2.78385443E-07  0.239999771      -15.0942593      -1.42711735    
        2570   2.71061083E-07  0.136000633      -15.1209221      -1.99509573    
        2580   2.64253515E-07   9.99994278E-02  -15.1463566      -2.30259085    
        2590   2.57252424E-07  0.100000381      -15.1732082      -2.30258131    
        2600   2.67864209E-07  0.100000381      -15.1327858      -2.30258131    
        2610   2.80096032E-07   9.99994278E-02  -15.0881329      -2.30259085    
        2620   2.88366209E-07  0.104000092      -15.0590343      -2.26336360    
        2630   2.90940562E-07  0.104000092      -15.0501471      -2.26336360    
        2640   2.99762661E-07  0.104000092      -15.0202751      -2.26336360    
        2650   3.01414047E-07  0.107999802      -15.0147810      -2.22562599    
        2660   3.02047681E-07  0.104000092      -15.0126810      -2.26336360    
        2670   2.96449059E-07  0.128000259      -15.0313902      -2.05572295    
        2680   3.01751101E-07  0.107999802      -15.0136633      -2.22562599    
        2690   2.92433953E-07  0.107999802      -15.0450268      -2.22562599    
        2700   2.85617830E-07  0.107999802      -15.0686111      -2.22562599    
        2710   2.78721302E-07  0.107999802      -15.0930538      -2.22562599    
        2720   2.67813078E-07  0.164000511      -15.1329765      -1.80788577    
        2730   2.63884544E-07  0.147999763      -15.1477537      -1.91054463    
        2740   2.76462316E-07  0.112000465      -15.1011915      -2.18925214    
        2750   2.84771772E-07  0.116000175      -15.0715780      -2.15416360    
        2760   2.91279576E-07  0.111999512      -15.0489826      -2.18926072    
        2770   2.96099671E-07  0.116000175      -15.0325699      -2.15416360    
        2780   3.03435996E-07  0.116000175      -15.0080948      -2.15416360    
        2790   3.09243546E-07  0.119999886      -14.9891367      -2.12026453    
        2800   3.06175053E-07  0.116000175      -14.9991093      -2.15416360    
        2810   3.06121507E-07  0.116000175      -14.9992838      -2.15416360    
        2820   3.08353918E-07  0.119999886      -14.9920177      -2.12026453    
        2830   3.03753268E-07  0.156000137      -15.0070505      -1.85789835    
        2840   3.02604661E-07  0.119999886      -15.0108385      -2.12026453    
        2850   2.99814332E-07  0.119999886      -15.0201025      -2.12026453    
        2860   2.95568611E-07  0.124000549      -15.0343647      -2.08746934    
        2870   2.84451005E-07  0.123999596      -15.0727053      -2.08747697    
        2880   2.82681327E-07  0.184000015      -15.0789452      -1.69281948    
        2890   2.77112946E-07  0.123999596      -15.0988407      -2.08747697    
        2900   2.76684744E-07  0.128000259      -15.1003866      -2.05572295    
        2910   2.83550008E-07  0.136000633      -15.0758772      -1.99509573    
        2920   2.93086401E-07  0.127999306      -15.0427980      -2.05573034    
        2930   2.99097280E-07  0.156000137      -15.0224972      -1.85789835    
        2940   3.03324470E-07  0.131999969      -15.0084629      -2.02495360    
        2950   3.07520651E-07  0.131999969      -14.9947233      -2.02495360    
        2960   3.13533945E-07  0.131999969      -14.9753580      -2.02495360    
        2970   3.15388718E-07  0.144000053      -14.9694595      -1.93794155    
        2980   3.15507492E-07  0.136000633      -14.9690838      -1.99509573    
        2990   3.15187975E-07  0.135999680      -14.9700966      -1.99510276    
        3000   3.17978760E-07  0.135999680      -14.9612808      -1.99510276    
        3010   3.16512711E-07  0.135999680      -14.9659023      -1.99510276    
        3020   3.12311215E-07  0.140000343      -14.9792652      -1.96611035    
        3030   3.10757372E-07  0.140000343      -14.9842529      -1.96611035    
        3040   3.07202953E-07  0.203999519      -14.9957571      -1.58963764    
        3050   3.01126903E-07  0.140000343      -15.0157337      -1.96611035    
        3060   2.99494445E-07  0.140000343      -15.0211697      -1.96611035    
        3070   2.94589142E-07  0.171999931      -15.0376844      -1.76026118    
        3080   2.88122550E-07  0.140000343      -15.0598803      -1.96611035    
        3090   2.84893190E-07  0.159999847      -15.0711517      -1.83258247    
        3100   2.85160894E-07  0.147999763      -15.0702124      -1.91054463    
        3110   2.94314901E-07  0.152000427      -15.0386152      -1.88387191    
        3120   3.00316231E-07  0.152000427      -15.0184298      -1.88387191    
        3130   3.02741256E-07  0.147998810      -15.0103874      -1.91055107    
        3140   3.11936788E-07  0.148000717      -14.9804649      -1.91053820    
        3150   3.15681433E-07  0.152000427      -14.9685326      -1.88387191    
        3160   3.21603750E-07  0.152000427      -14.9499454      -1.88387191    
        3170   3.25028026E-07  0.155998230      -14.9393539      -1.85791063    
        3180   3.23884478E-07  0.164001465      -14.9428787      -1.80787992    
        3190   3.27395554E-07  0.159999847      -14.9320965      -1.83258247    
        3200   3.27215417E-07  0.260000229      -14.9326468      -1.34707272    
        3210   3.26324454E-07  0.159999847      -14.9353733      -1.83258247    
        3220   3.29830442E-07  0.171998978      -14.9246874      -1.76026678    
        3230   3.24650671E-07  0.180000305      -14.9405165      -1.71479678    
        3240   3.24739290E-07  0.159999847      -14.9402428      -1.83258247    
        3250   3.22687441E-07  0.164001465      -14.9465818      -1.80787992    
        3260   3.19322226E-07  0.163999557      -14.9570656      -1.80789161    
        3270   3.20379087E-07  0.167999268      -14.9537611      -1.78379560    
        3280   3.16749265E-07  0.176000595      -14.9651556      -1.73726797    
        3290   3.09638182E-07  0.171998978      -14.9878616      -1.76026678    
        3300   3.06726889E-07  0.172000885      -14.9973078      -1.76025569    
        3310   3.00967912E-07  0.171998978      -15.0162621      -1.76026678    
        3320   2.94352958E-07  0.167999268      -15.0384865      -1.78379560    
        3330   2.93458442E-07  0.180000305      -15.0415297      -1.71479678    
        3340   2.89645158E-07  0.176000595      -15.0546093      -1.73726797    
        3350   2.93714606E-07  0.191999435      -15.0406570      -1.65026283    
        3360   2.97578254E-07  0.247999191      -15.0275888      -1.39432979    
        3370   3.02003031E-07  0.187999725      -15.0128288      -1.67131472    
        3380   3.09753830E-07  0.179998398      -14.9874878      -1.71480727    
        3390   3.15589887E-07  0.196001053      -14.9688225      -1.62963521    
        3400   3.23671372E-07  0.184000015      -14.9435368      -1.69281948    
        3410   3.27865109E-07  0.187999725      -14.9306631      -1.67131472    
        3420   3.30280528E-07  0.204000473      -14.9233236      -1.58963299    
        3430   3.33807947E-07  0.200000763      -14.9126997      -1.60943413    
        3440   3.35728657E-07  0.199998856      -14.9069624      -1.60944366    
        3450   3.41860840E-07  0.196001053      -14.8888617      -1.62963521    
        3460   3.40964647E-07  0.207998276      -14.8914871      -1.57022548    
        3470   3.43683439E-07  0.204000473      -14.8835449      -1.58963299    
        3480   3.37930288E-07  0.196001053      -14.9004259      -1.62963521    
        3490   3.39812743E-07  0.203998566      -14.8948708      -1.58964229    
        3500   3.40591413E-07  0.204000473      -14.8925819      -1.58963299    
        3510   3.40573848E-07  0.220001221      -14.8926334      -1.51412225    
        3520   3.44820819E-07  0.271999359      -14.8802414      -1.30195558    
        3530   3.36745359E-07  0.204000473      -14.9039392      -1.58963299    
        3540   3.36235729E-07  0.203998566      -14.9054537      -1.58964229    
        3550   3.35219966E-07  0.228000641      -14.9084787      -1.47840679    
        3560   3.35962255E-07  0.208000183      -14.9062672      -1.57021630    
        3570   3.35121030E-07  0.211999893      -14.9087744      -1.55116951    
        3580   3.30773588E-07  0.232000351      -14.9218321      -1.46101642    
        3590   3.28626953E-07  0.223999023      -14.9283428      -1.49611354    
        3600   3.23449740E-07  0.212001801      -14.9442225      -1.55116057    
        3610   3.18425464E-07  0.255998611      -14.9598770      -1.36258328    
        3620   3.14239713E-07  0.220001221      -14.9731102      -1.51412225    
        3630   3.09313577E-07  0.236000061      -14.9889107      -1.44392323    
        3640   3.06677833E-07  0.236000061      -14.9974680      -1.44392323    
        3650   3.01500137E-07  0.235998154      -15.0144958      -1.44393134    
        3660   2.96751125E-07  0.228000641      -15.0303717      -1.47840679    
        3670   2.97525361E-07  0.252000809      -15.0277662      -1.37832296    
        3680   3.00968736E-07  0.295999527      -15.0162592      -1.21739745    
        3690   3.09351805E-07  0.236000061      -14.9887867      -1.44392323    
        3700   3.11458479E-07  0.236000061      -14.9819994      -1.44392323    
        3710   3.17911201E-07  0.236000061      -14.9614935      -1.44392323    
        3720   3.25126905E-07  0.239999771      -14.9390507      -1.42711735    
        3730   3.28306953E-07  0.244001389      -14.9293165      -1.41058135    
        3740   3.32187852E-07  0.251998901      -14.9175653      -1.37833059    
        3750   3.39424616E-07  0.243999481      -14.8960142      -1.41058922    
        3760   3.42188059E-07  0.244001389      -14.8879051      -1.41058135    
        3770   3.47833122E-07  0.247999191      -14.8715429      -1.39432979    
        3780   3.48263001E-07  0.252000809      -14.8703079      -1.37832296    
        3790   3.51739516E-07  0.256000519      -14.8603754      -1.36257577    
        3800   3.55952182E-07  0.251998901      -14.8484697      -1.37833059    
        3810   3.55354189E-07  0.263999939      -14.8501511      -1.33180642    
        3820   3.57357806E-07  0.256000519      -14.8445282      -1.36257577    
        3830   3.62737950E-07  0.288000107      -14.8295851      -1.24479437    
        3840   3.62662007E-07  0.531999588      -14.8297949     -0.631112576    
        3850   3.65545731E-07  0.272001266      -14.8218746      -1.30194855    
        3860   3.65927889E-07  0.263999939      -14.8208294      -1.33180642    
        3870   3.62891029E-07  0.271999359      -14.8291636      -1.30195558    
        3880   3.63129658E-07  0.276000977      -14.8285055      -1.28735089    
        3890   3.65998801E-07  0.279998779      -14.8206358      -1.27297008    
        3900   3.67256916E-07  0.268001556      -14.8172045      -1.31676245    
        3910   3.63241924E-07  0.284000397      -14.8281965      -1.25877964    
        3920   3.60097033E-07  0.276000977      -14.8368921      -1.28735089    
        3930   3.59571061E-07  0.287998199      -14.8383541      -1.24480104    
        3940   3.64464512E-07  0.284000397      -14.8248367      -1.25877964    
        3950   3.61689388E-07  0.288002014      -14.8324804      -1.24478781    
        3960   3.59052194E-07  0.284000397      -14.8397980      -1.25877964    
        3970   3.55485611E-07  0.295997620      -14.8497810      -1.21740389    
